"original-question","alternative-question","sql"
"Which employees are located in New York?","Who are the individuals working in New York?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE (""t1"".""is_active"" AND (LOWER(""t1"".""location"") IN ('new york')))"
"Which employees are located in New York?","Please show the active employees that are in New York.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE (""t1"".""is_active"" AND (LOWER(""t1"".""location"") IN ('new york')))"
"Which employees are located in New York?","Which employees can be found in the New York area?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE (""t1"".""is_active"" AND (LOWER(""t1"".""location"") IN ('new york')))"
"Which employees are located in New York?","Can you retrieve the employees that are located in New York?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE (""t1"".""is_active"" AND (LOWER(""t1"".""location"") IN ('new york')))"
"Which employees are located in New York?","I'd like to see the employees whose location is New York.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" WHERE (""t1"".""is_active"" AND (LOWER(""t1"".""location"") IN ('new york')))"
"List all employees who report to Sarah Johnson.","Show me all the employees that report to Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Can you provide a list of employees under Sarah Johnson's supervision?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Who are the employees that have Sarah Johnson as their manager?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","List the staff members reporting to Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","I need the names of employees that are managed by Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Find all employees who are accountable to Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Can you give me the details of employees that report to Sarah Johnson?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Please show all employees that work under Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Identify the employees who report directly to Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","What are the names of the employees that Sarah Johnson oversees?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","List out the employees who are under Sarah Johnson's authority.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Provide me with a list of individuals reporting to Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Which employees report to Sarah Johnson?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Gather the information of employees managed by Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Who are the team members reporting to Sarah Johnson?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Can you retrieve the list of employees under the supervision of Sarah Johnson?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Show all employees that have Sarah Johnson as their reporting manager.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","List all staff that reports to Sarah Johnson.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","Identify all employees associated with Sarah Johnson as their manager.","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"List all employees who report to Sarah Johnson.","What is the list of employees who report to Sarah Johnson?","SELECT ""t1"".""id"", ""t1"".""updated_at"", ""t1"".""full_name"", ""t1"".""nationality"", ""t1"".""department"", ""t1"".""is_manager"", ""t1"".""location"", ""t1"".""linkedin"", ""t1"".""twitter_x"", ""t1"".""facebook"", ""t1"".""email"", ""t1"".""is_active"", ""t1"".""reports_to_id"", ""t1"".""birth_date"", ""t1"".""client"" FROM ""employees"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""reports_to_id"" = ""t2"".""id"") WHERE ((""t1"".""is_active"" AND (""t2"".""full_name"" LIKE '%sarah%')) AND (""t2"".""full_name"" LIKE '%johnson%'))"
"Who has their birthday coming up in the next month?","Can you tell me who is celebrating their birthday next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
"Who has their birthday coming up in the next month?","Which employees have birthdays in the upcoming month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31')))) AND (LOWER(""t1"".""policy_type"") LIKE '%birthday%'))"
